species	HGNC	UniProtKB	gene	ID
HUMAN	16364	O15522	Homeobox protein Nkx-2.8	NKX2-8
HUMAN	11100	P51532	Transcription activator BRG1	SMARCA4
HUMAN	17008	Q92547	DNA topoisomerase 2-binding protein 1	TOPBP1
HUMAN	14453	Q9P0M6	Core histone macro-H2A.2	H2AFY2
HUMAN	16923	Q96P47	"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3"	AGAP3
HUMAN	3343	P19622	Homeobox protein engrailed-2	EN2
HUMAN	9986	P48382	DNA-binding protein RFX5	RFX5
HUMAN	7839	P78426	Homeobox protein Nkx-6.1	NKX6-1
HUMAN	5001	Q9NP66	High mobility group protein 20A	HMG20A
HUMAN	10325	P83731	60S ribosomal protein L24	RPL24
HUMAN	20507	Q7L7L0	Histone H2A type 3	HIST3H2A
HUMAN	26784	Q9H3J6	"Probable peptide chain release factor C12orf65, mitochondrial"	C12orf65
HUMAN	24320	Q71RC2	La-related protein 4	LARP4
HUMAN	18003	Q7RTU3	Oligodendrocyte transcription factor 3	OLIG3
HUMAN	29620	Q8TBF4	Zinc finger CCHC-type and RNA-binding motif-containing protein 1	ZCRB1
HUMAN	20900	Q9UJA5	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6	TRMT6
HUMAN	30011	Q9BQY4	Rhox homeobox family member 2	RHOXF2
HUMAN	9356	Q9HCU5	Prolactin regulatory element-binding protein	PREB
HUMAN	19655	Q7RTT3	Protein SSX9	SSX9
HUMAN	11546	Q15543	Transcription initiation factor TFIID subunit 13	TAF13
HUMAN	11105	Q8TAQ2	SWI/SNF complex subunit SMARCC2	SMARCC2
HUMAN	18476	Q71UM5	40S ribosomal protein S27-like	RPS27L
HUMAN	3290	O60516	Eukaryotic translation initiation factor 4E-binding protein 3	EIF4EBP3
HUMAN	29094	O75153	Clustered mitochondria protein homolog	CLUH
HUMAN	18117	O75525	"KH domain-containing, RNA-binding, signal transduction-associated protein 3"	KHDRBS3
HUMAN	10345	P18077	60S ribosomal protein L35a	RPL35A
HUMAN	29536	O60336	Mitogen-activated protein kinase-binding protein 1	MAPKBP1
HUMAN	1151	O43684	Mitotic checkpoint protein BUB3	BUB3
HUMAN	37204	A6NJ08	Putative methyl-CpG-binding domain protein 3-like 5	MBD3L5
HUMAN	7763	Q15784	Neurogenic differentiation factor 2	NEUROD2
HUMAN	5042	P55795	Heterogeneous nuclear ribonucleoprotein H2	HNRNPH2
HUMAN	4920	P15822	Zinc finger protein 40	HIVEP1
HUMAN	21269	P59047	"NACHT, LRR and PYD domains-containing protein 5"	NLRP5
HUMAN	18189	Q9NPD3	Exosome complex component RRP41	EXOSC4
HUMAN	8028	P78549	Endonuclease III-like protein 1	NTHL1
HUMAN	29788	Q9H2K0	"Translation initiation factor IF-3, mitochondrial"	MTIF3
HUMAN	ENSG00000272869	D6RBG4	Uncharacterized protein	unassigned
HUMAN	7985	Q15406	Nuclear receptor subfamily 6 group A member 1	NR6A1
HUMAN	7785	O00712	Nuclear factor 1 B-type	NFIB
HUMAN	30347	Q9NVU0	DNA-directed RNA polymerase III subunit RPC5	POLR3E
HUMAN	1081	Q01954	Zinc finger protein basonuclin-1	BNC1
HUMAN	18114	Q5VWX1	"KH domain-containing, RNA-binding, signal transduction-associated protein 2"	KHDRBS2
HUMAN	30486	Q658K8	Putative elongation factor 1-delta-like protein	EEF1DP3
HUMAN	23168	Q8IYD8	Fanconi anemia group M protein	FANCM
HUMAN	5138	P09016	Homeobox protein Hox-D4	HOXD4
HUMAN	15592	O75177	Calcium-responsive transactivator	SS18L1
HUMAN	23467	A6NIR3	"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 5"	AGAP5
HUMAN	7002	A6NDR6	Putative homeobox protein Meis3-like 1	MEIS3P1
HUMAN	11107	Q92925	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2	SMARCD2
